MLB Salary Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,HS,HS,HS,HS,HS,HS,HS,HS,HS,JC,JC,JC,JC,JC,JC,JC,JC,JC,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,,,,,HS,HS,HS,HS,HS,HS,HS,HS,HS,JC,JC,JC,JC,JC,JC,JC,JC,JC,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr
,,,,,,,,16,12,3rd Round,  $-    , $375 ,  $-    ,  $-    ," $286,786 ", $444 ,  $-    ," $33,000 "," $67,165 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,000 "," $25,000 ",  $-    ," $6,250 ",  $-    ," $34,000 ",  $-    ,  $-    ," $1,025,063 "," $310,615 "," $264,298 ",,16,12,3rd Round, $-   , $-   , $-   , $-   ," $4,500 "," $2,052 "," $1,250 "," $4,918 "," $46,522 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $150 ," $1,181 "," $1,500 "," $3,444 ", $-   , $133 , $-   ," $6,250 "," $9,886 "," $32,329 "," $45,907 "
,,,,,,,,16,13,4th Round,  $-    ,  $-    ,  $-    ," $5,000 "," $40,000 "," $27,500 "," $47,688 "," $6,227 "," $18,484 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $49,111 "," $31,571 ",  $-    ," $83,750 ",  $-    ," $476,250 "," $53,636 "," $6,250 "," $387,154 "," $208,264 "," $182,907 ",,16,13,4th Round, $-   , $-   , $-   , $-   ," $1,510 "," $1,981 ", $929 ," $3,909 "," $24,538 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,101 ", $143 ," $2,619 ", $-   , $59 , $-   ," $5,810 "," $5,605 "," $30,938 "," $39,768 "
,,,,,,,,16,14,5th Round, $154 ,  $-    ,  $-    ,  $-    ," $4,500 "," $10,313 "," $8,000 "," $20,960 "," $8,957 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $750,000 "," $87,692 ",  $-    ," $71,667 ",  $-    ," $97,000 "," $49,526 "," $32,329 "," $120,158 ",,16,14,5th Round, $-   , $-   , $-   , $-   ," $1,500 ", $812 , $667 ," $2,857 "," $18,484 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,152 ", $-   , $-   , $-   ," $3,448 "," $3,633 "," $27,907 "," $35,076 "
,,,,,,,,16,15,6th Round," $8,273 ",  $-    ,  $-    ,  $-    ," $1,429 "," $12,083 ",  $-    ," $6,737 "," $6,974 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $143 ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $266,000 "," $252,484 "," $138,761 ",,16,15,6th Round, $-   , $-   , $-   , $-   ," $1,429 ", $444 , $417 ," $2,628 "," $16,680 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,667 ", $-   , $-   , $-   ," $3,446 "," $3,183 "," $25,902 "," $28,213 "
,,,,,,,,16,16,7th Round,  $-    ," $80,000 ",  $-    ," $50,556 "," $305,556 "," $5,893 "," $19,750 "," $493,556 "," $210,733 ",  $-    ,  $-    ,  $-    ," $2,000 ",  $-    ,  $-    ,  $-    ," $27,500 "," $13,360 "," $46,875 "," $1,667 "," $57,571 ",  $-    ,  $-    ," $3,448 "," $32,353 "," $10,173 "," $14,981 ",,16,16,7th Round, $-   , $-   , $-   , $-   , $636 , $190 , $-   ," $2,538 "," $16,055 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $111 ," $2,887 "," $10,173 "," $24,154 "
,,,,,,,,16,17,8th Round," $59,615 ",  $-    ,  $-    ," $20,000 "," $1,500 "," $398,640 "," $30,556 "," $33,125 "," $112,864 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $52,500 ", $200 ," $11,778 "," $1,500 ",  $-    ,  $-    ," $63,273 ",  $-    ," $39,286 "," $10,640 "," $25,902 "," $20,481 ",,16,17,8th Round, $-   , $-   , $-   , $-   , $556 , $185 , $-   ," $1,000 "," $8,957 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $571 ," $9,173 "," $22,050 "
,,,,,,,,16,18,9th Round,  $-    ,  $-    ,  $-    ,  $-    ," $311,538 "," $22,261 ", $417 ," $2,538 "," $48,260 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,667 "," $77,143 ",  $-    ," $13,415 "," $24,667 "," $60,545 ",  $-    ,  $-    ,  $-    ," $412,333 "," $78,870 "," $27,907 "," $103,894 ",,16,18,9th Round, $-   , $-   , $-   , $-   , $286 , $-   , $-   , $938 ," $8,000 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $111 ," $7,962 "," $20,558 "
,,,,,,,,16,19,10th Round,  $-    ,  $-    ,  $-    ,  $-    ," $40,375 "," $5,545 "," $1,250 "," $643,384 "," $211,631 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $31,846 "," $11,829 ",  $-    ," $11,111 "," $12,857 ", $133 ,  $-    , $111 , $111 ," $7,962 "," $3,849 ",,16,19,10th Round, $-   , $-   , $-   , $-   , $231 , $-   , $-   , $250 ," $6,974 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $77 ," $7,806 "," $20,481 "
,,,,,,,,16,20,11th - 15th Round," $20,814 "," $4,762 ",  $-    ," $1,750 "," $171,132 "," $3,583 "," $351,174 "," $15,119 "," $68,140 "," $1,273 "," $11,111 "," $191,667 "," $4,167 "," $97,143 "," $118,162 ",  $-    ," $5,806 "," $40,073 "," $12,549 "," $4,698 "," $10,341 "," $1,415 "," $9,368 "," $11,101 "," $9,886 "," $106,942 "," $39,768 ",,16,20,11th - 15th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $6,266 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $840 ," $14,981 "
,,,,,,,,16,21,16th - 20th Round, $43 ,  $-    ," $8,000 "," $3,429 "," $25,918 "," $77,233 "," $20,581 "," $4,918 "," $24,538 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $2,358 "," $3,758 ", $150 ," $1,101 "," $47,888 ",  $-    ," $2,500 "," $3,429 "," $36,013 "," $11,326 "," $70,560 "," $44,900 "," $35,076 ",,16,21,16th - 20th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $6,263 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $10,825 "
,,,,,,,,16,22,21st - 25th Round," $1,667 ",  $-    ," $3,000 ",  $-    , $231 ," $1,981 "," $2,811 "," $1,000 "," $1,349 "," $1,818 ", $833 ," $43,333 ",  $-    , $667 , $136 , $356 , $863 ," $1,181 "," $136,819 "," $2,152 ", $89 , $59 ," $5,223 "," $12,856 "," $3,633 "," $7,806 "," $20,558 ",,16,22,21st - 25th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $5,998 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,849 "
,,,,,,,,16,23,26th - 30th Round," $4,623 ",  $-    ,  $-    , $118 , $636 ," $8,647 "," $13,078 "," $3,909 "," $5,998 ",  $-    , $133 ," $1,168,333 ",  $-    ,  $-    ,  $-    ,  $-    ," $10,337 "," $53,586 "," $4,077 "," $2,619 "," $7,133 "," $6,833 "," $5,407 "," $27,945 "," $3,183 "," $9,173 "," $10,825 ",,16,23,26th - 30th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,349 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,369 "
,,,,,,,,16,24,31st - 35th Round, $833 , $500 ,  $-    ,  $-    , $556 , $812 ," $3,458 "," $50,267 "," $16,055 "," $10,273 ",  $-    ," $26,429 "," $12,833 ", $318 , $957 ," $1,576 "," $8,409 "," $5,775 "," $14,349 "," $3,444 "," $17,857 ",  $-    ," $26,647 "," $3,446 "," $2,887 "," $49,466 "," $22,050 ",,16,24,31st - 35th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $936 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,429 "
,,,,,,,,16,25,36th - 40th Round,  $-    , $208 , $91 , $273 ,  $-    , $185 , $929 ," $2,628 ", $936 ," $151,000 ", $100 ,  $-    ,  $-    , $714 ," $6,121 "," $2,879 "," $51,238 "," $35,209 "," $3,029 "," $6,957 "," $12,800 "," $2,143 "," $2,033 "," $51,790 "," $5,605 "," $48,968 "," $28,213 ",,16,25,36th - 40th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $71 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,,,,,,,,16,26,41st Round +," $29,240 "," $2,254 "," $15,500 ", $29 ," $1,510 "," $2,052 "," $10,364 ", $938 ," $6,266 "," $2,104 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $147,600 "," $103,253 "," $51,130 "," $6,449 "," $4,848 ", $897 ," $9,778 "," $2,667 "," $5,810 ", $77 , $840 ," $3,369 ",,16,26,41st Round +, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,,,,,,,,16,,,,,,,,,,," $38,541 ",,,,,,,,," $33,275 ",,,,,,,,," $46,598 ",,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,17,YEAR = ,17,  High School  ,,,,,,,,,  JUCO  ,,,,,,,,,  Undergrad  ,,,,,,,,,,17,YEAR = ,17,  High School  ,,,,,,,,,  JUCO  ,,,,,,,,,  Undergrad  ,,,,,,,,
,,,,,,,,17,,MLB $ Percentile,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,,17,,MLB $ Percentile,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  
,,,,,,,,17,1,1st,  $-    ,  $-    ,  $-    ,  $-    ," $1,600,000 ",  $-    ,  $-    ,  $-    ," $800,000 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $2,483,333 ",  $-    ,  $-    ,  $-    ," $993,333 ",,17,1,1st," $1,266,667 "," $357,333 "," $62,857 "," $88,000 "," $1,600,000 "," $352,685 "," $406,877 "," $531,510 "," $800,000 "," $288,833 "," $5,556 "," $849,091 "," $2,319 "," $212,821 "," $127,292 "," $167,872 "," $61,734 "," $50,557 "," $492,593 "," $8,666,667 "," $113,333 "," $362,857 "," $2,483,333 "," $1,111,333 "," $1,333,333 "," $12,600,000 "," $2,520,000 "
,,,,,,,,17,2,2nd," $1,266,667 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $316,667 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,,17,2,2nd," $800,000 "," $303,333 "," $33,333 "," $41,667 "," $1,333,333 "," $64,035 "," $126,667 "," $499,000 "," $433,148 ", $262 , $-   ," $127,778 ", $-   ," $1,167 "," $12,978 "," $8,889 "," $59,405 "," $43,990 "," $166,667 "," $72,821 "," $88,889 "," $54,485 "," $460,000 "," $385,881 "," $933,333 "," $295,064 "," $993,333 "
,,,,,,,,17,3,3rd,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $333,333 "," $166,667 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $12,600,000 "," $2,520,000 ",,17,3,3rd," $56,444 "," $133,333 "," $8,000 "," $26,667 "," $1,333,296 "," $43,392 "," $98,667 "," $333,333 "," $316,667 ", $133 , $-   ," $111,111 ", $-   , $29 ," $1,675 "," $2,182 "," $38,519 "," $41,689 "," $161,099 "," $53,333 "," $62,963 "," $26,909 "," $59,514 "," $138,889 "," $862,222 "," $245,235 "," $376,154 "
,,,,,,,,17,4,4th,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,,17,4,4th," $42,424 "," $25,056 "," $1,333 "," $16,667 "," $440,000 "," $41,667 "," $44,063 "," $133,333 "," $220,363 ", $92 , $-   , $556 , $-   , $-   , $909 , $833 ," $28,800 "," $37,624 "," $63,246 "," $51,667 "," $34,667 "," $6,469 "," $31,753 "," $85,714 "," $548,067 "," $216,471 "," $337,167 "
,,,,,,,,17,5,5th,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $133,333 "," $66,667 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $150,000 "," $60,000 ",,17,5,5th," $33,704 "," $20,750 ", $-   ," $3,111 "," $438,889 "," $29,420 "," $42,500 "," $51,914 "," $216,752 ", $-   , $-   , $-   , $-   , $-   , $251 , $833 ," $11,159 "," $24,762 "," $26,061 "," $11,024 "," $19,048 "," $6,140 "," $28,718 "," $77,778 "," $307,500 "," $213,505 "," $326,957 "
,,,,,,,,17,6,6th - 10th," $800,000 "," $303,333 ",  $-    ,  $-    ," $1,333,333 ",  $-    ,  $-    ," $8,889 "," $433,148 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $8,666,667 ",  $-    ,  $-    ,  $-    ," $138,889 ",  $-    ," $31,111 "," $376,154 ",,17,6,6th - 10th," $30,534 "," $14,333 ", $-   ," $1,939 "," $280,000 "," $27,212 "," $30,196 "," $21,270 "," $187,027 ", $-   , $-   , $-   , $-   , $-   , $57 , $154 ," $10,607 "," $13,091 "," $7,333 "," $6,667 "," $14,286 "," $5,269 "," $26,667 "," $57,143 "," $160,986 "," $150,000 "," $252,383 "
,,,,,,,,17,7,11th - 15th,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $126,667 ",  $-    ," $14,545 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $166,667 "," $53,333 ",  $-    ,  $-    ,  $-    ," $77,778 "," $1,333,333 ",  $-    ," $326,957 ",,17,7,11th - 15th," $14,667 "," $1,143 ", $-   , $-   ," $274,074 "," $17,804 "," $25,376 "," $13,061 "," $166,667 ", $-   , $-   , $-   , $-   , $-   , $-   , $133 ," $7,143 "," $11,404 "," $5,617 "," $5,833 "," $8,889 "," $3,905 "," $16,169 "," $38,746 "," $133,221 "," $121,322 "," $189,631 "
,,,,,,,,17,8,16th - 20th,  $-    ,  $-    ,  $-    ,  $-    ," $438,889 "," $41,667 ",  $-    ,  $-    ," $148,333 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,111 "," $7,222 "," $16,389 ",,17,8,16th - 20th," $2,680 ", $917 , $-   , $-   ," $175,986 "," $4,257 "," $23,750 "," $11,781 "," $148,333 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $6,132 "," $3,469 "," $4,946 "," $3,296 "," $2,067 "," $3,810 "," $14,222 "," $38,000 "," $65,481 "," $108,048 "," $148,915 "
,,,,,,,,17,9,End of 1st,  $-    ," $357,333 ",  $-    ," $26,667 "," $9,067 "," $1,667 "," $98,667 ",  $-    ," $44,870 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $167 ,  $-    ,  $-    ,  $-    ,  $-    ," $1,111,333 "," $862,222 "," $61,159 "," $337,167 ",,17,9,End of 1st," $2,458 ", $296 , $-   , $-   ," $84,970 "," $3,970 "," $21,818 "," $10,367 "," $104,440 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,418 "," $2,688 "," $3,939 "," $3,088 "," $1,867 "," $2,894 "," $6,178 "," $34,580 "," $29,255 "," $73,454 "," $103,457 "
,,,,,,,,17,10,Beg of 2nd,  $-    ,  $-    ,  $-    ," $88,000 "," $1,333,296 ", $70 ,  $-    ," $1,404 "," $216,752 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $65,481 "," $108,048 "," $88,163 ",,17,10,Beg of 2nd," $1,726 ", $-   , $-   , $-   ," $32,121 "," $3,080 "," $18,667 "," $8,889 "," $81,194 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,247 "," $2,083 "," $2,750 "," $3,081 ", $976 ," $2,708 "," $4,933 "," $30,040 "," $22,810 "," $69,263 "," $93,196 "
,,,,,,,,17,11,End of 2nd, $167 ,  $-    ,  $-    ,  $-    ,  $-    ," $17,804 ",  $-    ," $21,270 "," $10,283 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $57,143 ", $167 ," $216,471 "," $83,293 ",,17,11,End of 2nd," $1,667 ", $-   , $-   , $-   ," $29,545 "," $2,360 "," $10,952 "," $6,560 "," $79,467 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $267 ," $1,667 "," $1,733 ", $715 , $436 ," $2,444 "," $3,029 "," $26,778 "," $17,524 "," $61,159 "," $88,163 "
,,,,,,,,17,12,3rd Round, $278 ," $1,143 ",  $-    ,  $-    ," $274,074 "," $27,212 "," $18,667 "," $51,914 "," $81,194 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $7,333 "," $5,833 "," $88,889 ",  $-    ," $31,753 "," $26,778 "," $933,333 "," $295,064 "," $252,383 ",,17,12,3rd Round, $278 , $-   , $-   , $-   ," $28,889 "," $1,772 ", $930 ," $6,058 "," $66,667 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,065 "," $1,231 ", $593 , $116 , $103 ," $2,136 "," $12,615 "," $7,836 "," $59,799 "," $83,293 "
,,,,,,,,17,13,4th Round, $178 ,  $-    ,  $-    ,  $-    ," $10,444 "," $29,420 "," $23,750 ", $833 ," $13,467 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $38,519 "," $24,762 "," $26,061 "," $51,667 ",  $-    ," $362,857 ",  $-    ," $12,333 "," $548,067 "," $213,505 "," $189,631 ",,17,13,4th Round, $178 , $-   , $-   , $-   ," $10,444 "," $1,667 ", $192 ," $5,419 "," $61,667 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $51 ," $1,042 ", $533 , $51 , $-   ," $1,070 "," $12,333 "," $6,868 "," $43,711 "," $67,382 "
,,,,,,,,17,14,5th Round," $56,444 ",  $-    ,  $-    ,  $-    ," $32,121 "," $3,080 "," $21,818 "," $6,058 "," $14,557 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $2,083 "," $492,593 "," $72,821 "," $62,963 ",  $-    ,  $-    ," $85,714 ",  $-    ," $39,989 "," $93,196 ",,17,14,5th Round, $167 , $-   , $-   , $-   ," $9,067 ", $588 , $133 ," $4,288 "," $44,870 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $167 , $-   , $-   , $-   , $533 ," $6,318 "," $5,778 "," $39,989 "," $60,000 "
,,,,,,,,17,15,6th Round," $33,704 ",  $-    ," $33,333 ",  $-    ," $28,889 ", $114 ,  $-    ," $3,398 "," $8,178 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $267 , $51 ,  $-    ,  $-    ," $113,333 "," $3,810 "," $28,718 "," $30,040 "," $307,500 "," $245,235 "," $148,915 ",,17,15,6th Round, $25 , $-   , $-   , $-   ," $8,354 ", $114 , $29 ," $3,398 "," $25,954 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $44 , $-   , $-   , $-   , $-   ," $4,604 "," $4,286 "," $31,111 "," $56,369 "
,,,,,,,,17,16,7th Round,  $-    ," $133,333 "," $1,333 "," $41,667 "," $280,000 ", $103 ," $42,500 "," $499,000 "," $220,363 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $28,800 "," $13,091 "," $1,231 ",  $-    ," $14,286 "," $54,485 "," $460,000 ", $782 ," $4,286 "," $73,454 "," $67,382 ",,17,16,7th Round, $-   , $-   , $-   , $-   ," $4,967 ", $103 , $-   ," $1,863 "," $14,557 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,849 "," $1,111 "," $21,070 "," $41,331 "
,,,,,,,,17,17,8th Round," $42,424 ",  $-    ,  $-    ,  $-    ,  $-    ," $352,685 "," $30,196 "," $6,560 "," $104,440 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $8,889 ",  $-    ," $1,667 "," $1,733 ",  $-    ," $34,667 "," $26,909 "," $14,222 "," $12,615 ",  $-    ," $21,070 "," $12,224 ",,17,17,8th Round, $-   , $-   , $-   , $-   ," $3,011 ", $70 , $-   ," $1,404 "," $14,545 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,628 ", $205 ," $20,381 "," $32,736 "
,,,,,,,,17,18,9th Round,  $-    ,  $-    ,  $-    ," $16,667 "," $440,000 ",  $-    , $133 ," $1,206 "," $61,667 ",  $-    ,  $-    ," $111,111 ",  $-    ,  $-    ,  $-    ,  $-    ," $7,143 "," $11,404 ",  $-    ," $6,667 ",  $-    ,  $-    ," $4,933 "," $385,881 "," $160,986 "," $20,381 "," $103,457 ",,17,18,9th Round, $-   , $-   , $-   , $-   ," $1,609 ", $25 , $-   ," $1,206 "," $13,467 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $860 , $167 ," $13,493 "," $23,211 "
,,,,,,,,17,19,10th Round," $1,667 ",  $-    ,  $-    ,  $-    ," $84,970 "," $3,970 "," $10,952 "," $531,510 "," $187,027 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $3,939 ",  $-    ," $19,048 "," $3,905 "," $26,667 ", $860 ," $29,255 "," $13,493 "," $11,407 ",,17,19,10th Round, $-   , $-   , $-   , $-   ," $1,401 ", $-   , $-   , $833 ," $11,342 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $782 , $-   ," $7,222 "," $17,463 "
,,,,,,,,17,20,11th - 15th Round," $14,667 ", $296 ,  $-    ," $3,111 "," $175,986 "," $43,392 "," $406,877 "," $13,061 "," $79,467 ", $133 ," $5,556 "," $127,778 ",  $-    ," $212,821 "," $127,292 ", $833 ," $1,247 "," $43,990 "," $2,750 "," $11,024 ", $976 ," $6,140 "," $16,169 "," $3,849 "," $6,868 "," $121,322 "," $41,331 ",,17,20,11th - 15th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $365 ," $10,283 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $7,084 "," $16,389 "
,,,,,,,,17,21,16th - 20th Round,  $-    ," $20,750 ",  $-    ,  $-    ," $29,545 "," $64,035 "," $25,376 "," $10,367 "," $25,954 ", $92 ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $133 ," $11,159 "," $3,469 "," $63,246 ", $715 ," $2,067 "," $2,894 "," $59,514 "," $34,580 "," $133,221 "," $59,799 "," $56,369 ",,17,21,16th - 20th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $8,178 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $4,365 "," $12,224 "
